[UE1] [2025-07-19 11:34:39] [  5]   0.00-1.00   sec  3.77 MBytes  31.7 Mbits/sec  0.228 ms  0/2733 (0%)
[UE1] [2025-07-19 11:53:04] [  5]  92.00-93.00  sec  3.56 MBytes  29.9 Mbits/sec  0.534 ms  0/2578 (0%)
[UE1] [2025-07-19 11:53:05] [  5]  93.00-94.00  sec  3.58 MBytes  30.1 Mbits/sec  0.631 ms  0/2596 (0%)
[UE1] [2025-07-19 11:53:06] [  5]  94.00-95.00  sec  3.42 MBytes  28.7 Mbits/sec  0.492 ms  0/2478 (0%)
[UE1] [2025-07-19 11:53:07] [  5]  95.00-96.00  sec  3.70 MBytes  31.1 Mbits/sec  0.659 ms  0/2682 (0%)
[UE1] [2025-07-19 11:53:08] [  5]  96.00-97.00  sec  3.54 MBytes  29.7 Mbits/sec  0.681 ms  0/2564 (0%)
[UE1] [2025-07-19 11:53:09] [  5]  97.00-98.00  sec  3.64 MBytes  30.6 Mbits/sec  0.575 ms  0/2639 (0%)
[UE1] [2025-07-19 11:53:10] [  5]  98.00-99.00  sec  3.58 MBytes  30.0 Mbits/sec  0.568 ms  0/2590 (0%)
[UE1] [2025-07-19 11:53:11] [  5]  99.00-100.00 sec  3.58 MBytes  30.0 Mbits/sec  0.532 ms  0/2589 (0%)
[UE1] [2025-07-19 11:53:13] [  5]   0.00-1.00   sec  4.71 MBytes  39.5 Mbits/sec  0.311 ms  0/3412 (0%)
[UE1] [2025-07-19 11:53:14] [  5]   1.00-2.00   sec  4.73 MBytes  39.6 Mbits/sec  0.301 ms  0/3423 (0%)
[UE1] [2025-07-19 11:53:15] [  5]   2.00-3.00   sec  3.91 MBytes  32.8 Mbits/sec  0.292 ms  2259/5093 (44%)
[UE1] [2025-07-19 11:53:16] [  5]   3.00-4.00   sec  4.26 MBytes  35.7 Mbits/sec  0.122 ms  6063/9147 (66%)
[UE1] [2025-07-19 11:53:17] [  5]   4.00-5.00   sec  4.27 MBytes  35.9 Mbits/sec  0.141 ms  6517/9612 (68%)
[UE1] [2025-07-19 11:53:18] [  5]   5.00-6.00   sec  4.54 MBytes  38.1 Mbits/sec  0.103 ms  8765/12052 (73%)
[UE1] [2025-07-19 11:53:19] [  5]   6.00-7.00   sec  4.56 MBytes  38.3 Mbits/sec  0.138 ms  7456/10761 (69%)
[UE1] [2025-07-19 11:53:20] [  5]   7.00-8.00   sec  4.66 MBytes  39.1 Mbits/sec  0.127 ms  7061/10433 (68%)
[UE1] [2025-07-19 11:53:21] [  5]   8.00-9.00   sec  4.54 MBytes  38.1 Mbits/sec  0.059 ms  7128/10419 (68%)
[UE1] [2025-07-19 11:53:22] [  5]   9.00-10.00  sec  4.87 MBytes  40.8 Mbits/sec  0.125 ms  7146/10672 (67%)
[UE1] [2025-07-19 11:53:23] [  5]  10.00-11.00  sec  4.78 MBytes  40.1 Mbits/sec  0.097 ms  7286/10746 (68%)
[UE1] [2025-07-19 11:53:24] [  5]  11.00-12.00  sec  4.63 MBytes  38.9 Mbits/sec  0.108 ms  6687/10042 (67%)
[UE1] [2025-07-19 11:53:25] [  5]  12.00-13.00  sec  4.60 MBytes  38.6 Mbits/sec  0.142 ms  6893/10225 (67%)
[UE1] [2025-07-19 11:53:26] [  5]  13.00-14.00  sec  4.33 MBytes  36.3 Mbits/sec  0.082 ms  6523/9656 (68%)
[UE1] [2025-07-19 11:53:27] [  5]  14.00-15.00  sec  4.30 MBytes  36.1 Mbits/sec  0.129 ms  6414/9530 (67%)
[UE1] [2025-07-19 11:53:28] [  5]  15.00-16.00  sec  4.53 MBytes  38.0 Mbits/sec  0.101 ms  7892/11171 (71%)
[UE1] [2025-07-19 11:53:29] [  5]  16.00-17.00  sec  4.65 MBytes  39.0 Mbits/sec  0.110 ms  7647/11011 (69%)
[UE1] [2025-07-19 11:53:30] [  5]  17.00-18.00  sec  4.60 MBytes  38.6 Mbits/sec  0.119 ms  7006/10337 (68%)
[UE1] [2025-07-19 11:53:31] [  5]  18.00-19.00  sec  4.52 MBytes  37.9 Mbits/sec  0.139 ms  6670/9945 (67%)
[UE1] [2025-07-19 11:53:32] [  5]  19.00-20.00  sec  4.61 MBytes  38.7 Mbits/sec  0.105 ms  7096/10434 (68%)
[UE1] [2025-07-19 11:53:33] [  5]  20.00-21.00  sec  6.93 MBytes  58.2 Mbits/sec  0.100 ms  10863/15885 (68%)
[UE1] [2025-07-19 11:53:34] [  5]  21.00-22.00  sec  10.1 MBytes  84.9 Mbits/sec  0.102 ms  8944/16277 (55%)
[UE1] [2025-07-19 11:53:35] [  5]  22.00-23.00  sec  9.36 MBytes  78.5 Mbits/sec  0.113 ms  3236/10015 (32%)
[UE1] [2025-07-19 11:53:36] [  5]  23.00-24.00  sec  8.89 MBytes  74.5 Mbits/sec  0.114 ms  3181/9616 (33%)
[UE1] [2025-07-19 11:53:37] [  5]  24.00-25.00  sec  9.37 MBytes  78.6 Mbits/sec  0.101 ms  3886/10669 (36%)
[UE1] [2025-07-19 11:53:38] [  5]  25.00-26.00  sec  9.32 MBytes  78.2 Mbits/sec  0.075 ms  3156/9905 (32%)
[UE1] [2025-07-19 11:53:39] [  5]  26.00-27.00  sec  9.49 MBytes  79.6 Mbits/sec  0.089 ms  4092/10961 (37%)
[UE1] [2025-07-19 11:53:40] [  5]  27.00-28.00  sec  11.9 MBytes  99.9 Mbits/sec  0.087 ms  4333/12959 (33%)
[UE1] [2025-07-19 11:53:41] [  5]  28.00-29.00  sec  14.1 MBytes   118 Mbits/sec  0.174 ms  1168/11361 (10%)
[UE1] [2025-07-19 11:53:42] [  5]  29.00-30.00  sec  12.3 MBytes   103 Mbits/sec  0.076 ms  1188/10084 (12%)
[UE1] [2025-07-19 11:53:43] [  5]  30.00-31.00  sec  15.9 MBytes   133 Mbits/sec  0.149 ms  48/11548 (0.42%)
[UE1] [2025-07-19 11:53:44] [  5]  31.00-32.00  sec  14.4 MBytes   121 Mbits/sec  0.115 ms  121/10530 (1.1%)
[UE1] [2025-07-19 11:53:45] [  5]  32.00-33.00  sec  14.3 MBytes   120 Mbits/sec  0.105 ms  0/10325 (0%)
[UE1] [2025-07-19 11:53:46] [  5]  33.00-34.00  sec  12.4 MBytes   104 Mbits/sec  0.154 ms  21/9012 (0.23%)
[UE1] [2025-07-19 11:53:47] [  5]  34.00-35.00  sec  14.4 MBytes   120 Mbits/sec  0.162 ms  1398/11791 (12%)
[UE1] [2025-07-19 11:53:48] [  5]  35.00-36.00  sec  13.8 MBytes   116 Mbits/sec  0.146 ms  397/10425 (3.8%)
[UE1] [2025-07-19 11:53:49] [  5]  36.00-37.00  sec  14.2 MBytes   119 Mbits/sec  0.132 ms  0/10279 (0%)
[UE1] [2025-07-19 11:53:50] [  5]  37.00-38.00  sec  14.4 MBytes   121 Mbits/sec  0.185 ms  19/10454 (0.18%)
[UE1] [2025-07-19 11:53:51] [  5]  38.00-39.00  sec  14.5 MBytes   122 Mbits/sec  0.140 ms  0/10517 (0%)
[UE1] [2025-07-19 11:53:52] [  5]  39.00-40.00  sec  14.3 MBytes   120 Mbits/sec  0.170 ms  0/10359 (0%)
[UE1] [2025-07-19 11:53:53] [  5]  40.00-41.00  sec  13.4 MBytes   113 Mbits/sec  0.156 ms  0/9716 (0%)
[UE1] [2025-07-19 11:53:54] [  5]  41.00-42.00  sec  14.6 MBytes   122 Mbits/sec  0.119 ms  85/10639 (0.8%)
[UE1] [2025-07-19 11:53:55] [  5]  42.00-43.00  sec  14.5 MBytes   121 Mbits/sec  0.152 ms  38/10514 (0.36%)
[UE1] [2025-07-19 11:53:56] [  5]  43.00-44.00  sec  14.1 MBytes   118 Mbits/sec  0.168 ms  0/10228 (0%)
[UE1] [2025-07-19 11:53:57] [  5]  44.00-45.00  sec  14.3 MBytes   120 Mbits/sec  0.145 ms  11/10387 (0.11%)
[UE1] [2025-07-19 11:53:58] [  5]  45.00-46.00  sec  14.4 MBytes   121 Mbits/sec  0.123 ms  44/10457 (0.42%)
[UE1] [2025-07-19 11:53:59] [  5]  46.00-47.00  sec  14.5 MBytes   122 Mbits/sec  0.177 ms  0/10518 (0%)
[UE1] [2025-07-19 11:54:00] [  5]  47.00-48.00  sec  14.5 MBytes   121 Mbits/sec  0.177 ms  0/10486 (0%)
[UE1] [2025-07-19 11:54:01] [  5]  48.00-49.00  sec  14.1 MBytes   118 Mbits/sec  0.113 ms  0/10217 (0%)
[UE1] [2025-07-19 11:54:02] [  5]  49.00-50.00  sec  12.1 MBytes   101 Mbits/sec  0.099 ms  602/9347 (6.4%)
[UE1] [2025-07-19 11:54:03] [  5]  50.00-51.00  sec  15.0 MBytes   126 Mbits/sec  0.197 ms  126/11016 (1.1%)
[UE1] [2025-07-19 11:54:04] [  5]  51.00-52.00  sec  14.0 MBytes   117 Mbits/sec  0.201 ms  89/10191 (0.87%)
[UE1] [2025-07-19 11:54:05] [  5]  52.00-53.00  sec  14.3 MBytes   120 Mbits/sec  0.181 ms  300/10665 (2.8%)
[UE1] [2025-07-19 11:54:06] [  5]  53.00-54.00  sec  13.1 MBytes   110 Mbits/sec  0.144 ms  32/9529 (0.34%)
[UE1] [2025-07-19 11:54:07] [  5]  54.00-55.00  sec  14.3 MBytes   120 Mbits/sec  0.247 ms  809/11142 (7.3%)
[UE1] [2025-07-19 11:54:08] [  5]  55.00-56.00  sec  14.6 MBytes   122 Mbits/sec  0.188 ms  0/10551 (0%)
[UE1] [2025-07-19 11:54:09] [  5]  56.00-57.00  sec  14.3 MBytes   120 Mbits/sec  0.163 ms  0/10326 (0%)
[UE1] [2025-07-19 11:54:10] [  5]  57.00-58.00  sec  14.2 MBytes   119 Mbits/sec  0.155 ms  0/10292 (0%)
[UE1] [2025-07-19 11:54:11] [  5]  58.00-59.00  sec  14.3 MBytes   120 Mbits/sec  0.111 ms  0/10382 (0%)
[UE1] [2025-07-19 11:54:12] [  5]  59.00-60.00  sec  13.5 MBytes   113 Mbits/sec  0.197 ms  0/9753 (0%)
[UE1] [2025-07-19 11:54:13] [  5]  60.00-61.00  sec  8.74 MBytes  73.3 Mbits/sec  0.077 ms  201/6533 (3.1%)
[UE1] [2025-07-19 11:54:14] [  5]  61.00-62.00  sec  9.40 MBytes  78.9 Mbits/sec  0.088 ms  3279/10088 (33%)
[UE1] [2025-07-19 11:54:15] [  5]  62.00-63.00  sec  9.32 MBytes  78.2 Mbits/sec  0.079 ms  3270/10018 (33%)
[UE1] [2025-07-19 11:54:16] [  5]  63.00-64.00  sec  10.0 MBytes  84.2 Mbits/sec  0.102 ms  3931/11196 (35%)
[UE1] [2025-07-19 11:54:17] [  5]  64.00-65.00  sec  8.75 MBytes  73.4 Mbits/sec  0.093 ms  2933/9272 (32%)
[UE1] [2025-07-19 11:54:18] [  5]  65.00-66.00  sec  10.1 MBytes  84.4 Mbits/sec  0.080 ms  4073/11357 (36%)
[UE1] [2025-07-19 11:54:19] [  5]  66.00-67.00  sec  9.48 MBytes  79.5 Mbits/sec  0.109 ms  3354/10218 (33%)
[UE1] [2025-07-19 11:54:20] [  5]  67.00-68.00  sec  15.9 MBytes   133 Mbits/sec  0.159 ms  3239/14727 (22%)
[UE1] [2025-07-19 11:54:21] [  5]  68.00-69.00  sec  14.3 MBytes   120 Mbits/sec  0.136 ms  0/10347 (0%)
[UE1] [2025-07-19 11:54:22] [  5]  69.00-70.00  sec  14.5 MBytes   122 Mbits/sec  0.155 ms  13/10525 (0.12%)
[UE1] [2025-07-19 11:54:23] [  5]  70.00-71.00  sec  14.1 MBytes   119 Mbits/sec  0.165 ms  0/10242 (0%)
[UE1] [2025-07-19 11:54:24] [  5]  71.00-72.00  sec  13.7 MBytes   115 Mbits/sec  0.181 ms  0/9937 (0%)
[UE1] [2025-07-19 11:54:25] [  5]  72.00-73.00  sec  13.8 MBytes   116 Mbits/sec  0.157 ms  728/10742 (6.8%)
[UE1] [2025-07-19 11:54:26] [  5]  73.00-74.00  sec  14.4 MBytes   121 Mbits/sec  0.136 ms  0/10416 (0%)
[UE1] [2025-07-19 11:54:27] [  5]  74.00-75.00  sec  11.2 MBytes  93.6 Mbits/sec  0.077 ms  24/8108 (0.3%)
[UE1] [2025-07-19 11:54:28] [  5]  75.00-76.00  sec  15.8 MBytes   132 Mbits/sec  0.184 ms  1140/12565 (9.1%)
[UE1] [2025-07-19 11:54:29] [  5]  76.00-77.00  sec  14.3 MBytes   120 Mbits/sec  0.148 ms  0/10344 (0%)
[UE1] [2025-07-19 11:54:30] [  5]  77.00-78.00  sec  14.2 MBytes   119 Mbits/sec  0.136 ms  0/10302 (0%)
[UE1] [2025-07-19 11:54:31] [  5]  78.00-79.00  sec  13.6 MBytes   114 Mbits/sec  0.077 ms  118/9946 (1.2%)
[UE1] [2025-07-19 11:54:32] [  5]  79.00-80.00  sec  15.3 MBytes   128 Mbits/sec  0.185 ms  0/11058 (0%)
[UE1] [2025-07-19 11:54:33] [  5]  80.00-81.00  sec  14.1 MBytes   118 Mbits/sec  0.190 ms  0/10223 (0%)
[UE1] [2025-07-19 11:54:34] [  5]  81.00-82.00  sec  14.3 MBytes   120 Mbits/sec  0.193 ms  0/10337 (0%)
[UE1] [2025-07-19 11:54:35] [  5]  82.00-83.00  sec  12.0 MBytes   101 Mbits/sec  0.119 ms  561/9272 (6.1%)
[UE1] [2025-07-19 11:54:36] [  5]  83.00-84.00  sec  15.4 MBytes   129 Mbits/sec  0.166 ms  218/11349 (1.9%)
[UE1] [2025-07-19 11:54:37] [  5]  84.00-85.00  sec  14.2 MBytes   119 Mbits/sec  0.135 ms  56/10366 (0.54%)
[UE1] [2025-07-19 11:54:38] [  5]  85.00-86.00  sec  13.3 MBytes   112 Mbits/sec  0.098 ms  0/9643 (0%)
[UE1] [2025-07-19 11:54:39] [  5]  86.00-87.00  sec  15.3 MBytes   128 Mbits/sec  0.081 ms  260/11312 (2.3%)
[UE1] [2025-07-19 11:54:40] [  5]  87.00-88.00  sec  14.2 MBytes   119 Mbits/sec  0.138 ms  0/10273 (0%)
[UE1] [2025-07-19 11:54:41] [  5]  88.00-89.00  sec  14.5 MBytes   122 Mbits/sec  0.179 ms  0/10489 (0%)
[UE1] [2025-07-19 11:54:42] [  5]  89.00-90.00  sec  14.4 MBytes   121 Mbits/sec  0.139 ms  0/10446 (0%)
[UE1] [2025-07-19 11:54:43] [  5]  90.00-91.00  sec  14.4 MBytes   121 Mbits/sec  0.179 ms  0/10404 (0%)
[UE1] [2025-07-19 11:54:44] [  5]  91.00-92.00  sec  14.3 MBytes   120 Mbits/sec  0.164 ms  0/10330 (0%)
[UE1] [2025-07-19 11:54:45] [  5]  92.00-93.00  sec  14.2 MBytes   119 Mbits/sec  0.158 ms  0/10298 (0%)
[UE1] [2025-07-19 11:54:46] [  5]  93.00-94.00  sec  14.5 MBytes   122 Mbits/sec  0.148 ms  0/10503 (0%)
[UE1] [2025-07-19 11:54:47] [  5]  94.00-95.00  sec  14.5 MBytes   122 Mbits/sec  0.116 ms  0/10505 (0%)
[UE1] [2025-07-19 11:54:48] [  5]  95.00-96.00  sec  14.4 MBytes   121 Mbits/sec  0.202 ms  0/10439 (0%)
[UE1] [2025-07-19 11:54:49] [  5]  96.00-97.00  sec  14.1 MBytes   118 Mbits/sec  0.168 ms  0/10225 (0%)
[UE1] [2025-07-19 11:54:50] [  5]  97.00-98.00  sec  14.1 MBytes   118 Mbits/sec  0.187 ms  0/10195 (0%)
[UE1] [2025-07-19 11:54:51] [  5]  98.00-99.00  sec  14.7 MBytes   123 Mbits/sec  0.120 ms  0/10649 (0%)
[UE1] [2025-07-19 11:54:53] [  5]  99.00-100.00 sec  12.7 MBytes   107 Mbits/sec  0.210 ms  0/9197 (0%)
[UE1] [2025-07-19 11:54:54] [  5]   0.00-1.00   sec  3.75 MBytes  31.4 Mbits/sec  0.183 ms  0/2712 (0%)
[UE1] [2025-07-19 11:54:55] [  5]   1.00-2.00   sec  3.58 MBytes  30.0 Mbits/sec  0.182 ms  0/2590 (0%)
[UE1] [2025-07-19 11:54:56] [  5]   2.00-3.00   sec  3.58 MBytes  30.0 Mbits/sec  0.198 ms  0/2590 (0%)
[UE1] [2025-07-19 11:54:57] [  5]   3.00-4.00   sec  3.58 MBytes  30.0 Mbits/sec  0.274 ms  0/2590 (0%)
[UE1] [2025-07-19 11:54:58] [  5]   4.00-5.00   sec  3.58 MBytes  30.0 Mbits/sec  0.244 ms  0/2589 (0%)
[UE1] [2025-07-19 11:54:59] [  5]   5.00-6.00   sec  3.58 MBytes  30.0 Mbits/sec  0.260 ms  0/2590 (0%)
[UE1] [2025-07-19 11:55:00] [  5]   6.00-7.00   sec  3.58 MBytes  30.0 Mbits/sec  0.232 ms  0/2590 (0%)
[UE1] [2025-07-19 11:55:01] [  5]   7.00-8.00   sec  3.58 MBytes  30.0 Mbits/sec  0.183 ms  0/2590 (0%)
[UE1] [2025-07-19 11:55:02] [  5]   8.00-9.00   sec  3.58 MBytes  30.0 Mbits/sec  0.221 ms  0/2590 (0%)
[UE1] [2025-07-19 11:55:03] [  5]   9.00-10.00  sec  3.58 MBytes  30.0 Mbits/sec  0.223 ms  0/2592 (0%)
[UE1] [2025-07-19 11:55:04] [  5]  10.00-11.00  sec  3.57 MBytes  30.0 Mbits/sec  0.208 ms  0/2587 (0%)
[UE1] [2025-07-19 11:55:05] [  5]  11.00-12.00  sec  3.58 MBytes  30.0 Mbits/sec  0.210 ms  0/2592 (0%)
[UE1] [2025-07-19 11:55:06] [  5]  12.00-13.00  sec  3.58 MBytes  30.0 Mbits/sec  0.246 ms  0/2589 (0%)
[UE1] [2025-07-19 11:55:07] [  5]  13.00-14.00  sec  3.57 MBytes  30.0 Mbits/sec  0.186 ms  0/2588 (0%)
[UE1] [2025-07-19 11:55:08] [  5]  14.00-15.00  sec  3.58 MBytes  30.0 Mbits/sec  0.185 ms  0/2591 (0%)
[UE1] [2025-07-19 11:55:09] [  5]  15.00-16.00  sec  3.58 MBytes  30.0 Mbits/sec  0.183 ms  0/2589 (0%)
[UE1] [2025-07-19 11:55:10] [  5]  16.00-17.00  sec  3.58 MBytes  30.0 Mbits/sec  0.138 ms  0/2590 (0%)
[UE1] [2025-07-19 11:55:11] [  5]  17.00-18.00  sec  3.57 MBytes  30.0 Mbits/sec  0.306 ms  0/2587 (0%)
[UE1] [2025-07-19 11:55:12] [  5]  18.00-19.00  sec  3.58 MBytes  30.1 Mbits/sec  0.232 ms  0/2595 (0%)
[UE1] [2025-07-19 11:55:13] [  5]  19.00-20.00  sec  3.57 MBytes  30.0 Mbits/sec  0.286 ms  0/2588 (0%)
[UE1] [2025-07-19 11:55:14] [  5]  20.00-21.00  sec  3.58 MBytes  30.0 Mbits/sec  0.197 ms  0/2589 (0%)
[UE1] [2025-07-19 11:55:15] [  5]  21.00-22.00  sec  3.58 MBytes  30.0 Mbits/sec  0.190 ms  0/2592 (0%)
[UE1] [2025-07-19 11:55:16] [  5]  22.00-23.00  sec  3.57 MBytes  30.0 Mbits/sec  0.160 ms  0/2588 (0%)
[UE1] [2025-07-19 11:55:17] [  5]  23.00-24.00  sec  3.58 MBytes  30.0 Mbits/sec  0.210 ms  0/2589 (0%)
[UE1] [2025-07-19 11:55:18] [  5]  24.00-25.00  sec  3.58 MBytes  30.0 Mbits/sec  0.155 ms  0/2590 (0%)
[UE1] [2025-07-19 11:55:19] [  5]  25.00-26.00  sec  3.58 MBytes  30.0 Mbits/sec  0.203 ms  0/2590 (0%)
[UE1] [2025-07-19 11:55:20] [  5]  26.00-27.00  sec  3.58 MBytes  30.0 Mbits/sec  0.235 ms  0/2590 (0%)
[UE1] [2025-07-19 11:55:21] [  5]  27.00-28.00  sec  3.58 MBytes  30.0 Mbits/sec  0.171 ms  0/2589 (0%)
[UE1] [2025-07-19 11:55:22] [  5]  28.00-29.00  sec  3.58 MBytes  30.0 Mbits/sec  0.161 ms  0/2590 (0%)
[UE1] [2025-07-19 11:55:23] [  5]  29.00-30.00  sec  3.58 MBytes  30.0 Mbits/sec  0.187 ms  0/2590 (0%)
[UE1] [2025-07-19 11:55:24] [  5]  30.00-31.00  sec  3.58 MBytes  30.0 Mbits/sec  0.142 ms  0/2592 (0%)
[UE1] [2025-07-19 11:55:25] [  5]  31.00-32.00  sec  3.58 MBytes  30.0 Mbits/sec  0.201 ms  0/2590 (0%)
[UE1] [2025-07-19 11:55:26] [  5]  32.00-33.00  sec  3.57 MBytes  30.0 Mbits/sec  0.255 ms  0/2587 (0%)
[UE1] [2025-07-19 11:55:27] [  5]  33.00-34.00  sec  3.58 MBytes  30.0 Mbits/sec  0.165 ms  0/2590 (0%)
[UE1] [2025-07-19 11:55:28] [  5]  34.00-35.00  sec  3.58 MBytes  30.0 Mbits/sec  0.206 ms  0/2590 (0%)
[UE1] [2025-07-19 11:55:29] [  5]  35.00-36.00  sec  3.58 MBytes  30.0 Mbits/sec  0.210 ms  0/2590 (0%)
[UE1] [2025-07-19 11:55:30] [  5]  36.00-37.00  sec  3.58 MBytes  30.0 Mbits/sec  0.287 ms  0/2589 (0%)
[UE1] [2025-07-19 11:55:31] [  5]  37.00-38.00  sec  3.58 MBytes  30.0 Mbits/sec  0.144 ms  0/2590 (0%)
[UE1] [2025-07-19 11:55:32] [  5]  38.00-39.00  sec  3.58 MBytes  30.0 Mbits/sec  0.230 ms  0/2589 (0%)
[UE1] [2025-07-19 11:55:33] [  5]  39.00-40.00  sec  3.58 MBytes  30.0 Mbits/sec  0.210 ms  0/2591 (0%)
[UE1] [2025-07-19 11:55:34] [  5]  40.00-41.00  sec  3.57 MBytes  30.0 Mbits/sec  0.294 ms  0/2587 (0%)
[UE1] [2025-07-19 11:55:35] [  5]  41.00-42.00  sec  3.58 MBytes  30.0 Mbits/sec  0.311 ms  0/2592 (0%)
[UE1] [2025-07-19 11:55:36] [  5]  42.00-43.00  sec  3.58 MBytes  30.0 Mbits/sec  0.308 ms  0/2590 (0%)
[UE1] [2025-07-19 11:55:37] [  5]  43.00-44.00  sec  3.58 MBytes  30.0 Mbits/sec  0.134 ms  0/2590 (0%)
[UE1] [2025-07-19 11:55:38] [  5]  44.00-45.00  sec  3.58 MBytes  30.0 Mbits/sec  0.290 ms  0/2590 (0%)
[UE1] [2025-07-19 11:55:39] [  5]  45.00-46.00  sec  3.56 MBytes  29.9 Mbits/sec  0.651 ms  0/2580 (0%)
[UE1] [2025-07-19 11:55:40] [  5]  46.00-47.00  sec  3.59 MBytes  30.1 Mbits/sec  0.482 ms  0/2598 (0%)
[UE1] [2025-07-19 11:55:41] [  5]  47.00-48.00  sec  3.54 MBytes  29.7 Mbits/sec  0.534 ms  0/2567 (0%)
[UE1] [2025-07-19 11:55:42] [  5]  48.00-49.00  sec  3.59 MBytes  30.2 Mbits/sec  0.537 ms  0/2603 (0%)
[UE1] [2025-07-19 11:55:43] [  5]  49.00-50.00  sec  3.56 MBytes  29.9 Mbits/sec  0.544 ms  0/2579 (0%)
[UE1] [2025-07-19 11:55:44] [  5]  50.00-51.00  sec  3.37 MBytes  28.2 Mbits/sec  0.562 ms  0/2437 (0%)
[UE1] [2025-07-19 11:55:45] [  5]  51.00-52.00  sec  3.70 MBytes  31.0 Mbits/sec  0.636 ms  0/2679 (0%)
[UE1] [2025-07-19 11:55:46] [  5]  52.00-53.00  sec  3.69 MBytes  30.9 Mbits/sec  0.575 ms  0/2670 (0%)
[UE1] [2025-07-19 11:55:47] [  5]  53.00-54.00  sec  3.56 MBytes  29.9 Mbits/sec  0.606 ms  0/2580 (0%)
[UE1] [2025-07-19 11:55:48] [  5]  54.00-55.00  sec  3.59 MBytes  30.1 Mbits/sec  0.642 ms  0/2597 (0%)
[UE1] [2025-07-19 11:55:49] [  5]  55.00-56.00  sec  3.58 MBytes  30.1 Mbits/sec  0.417 ms  0/2596 (0%)
[UE1] [2025-07-19 11:55:50] [  5]  56.00-57.00  sec  3.56 MBytes  29.8 Mbits/sec  0.628 ms  0/2575 (0%)
[UE1] [2025-07-19 11:55:51] [  5]  57.00-58.00  sec  3.59 MBytes  30.2 Mbits/sec  0.557 ms  0/2603 (0%)
[UE1] [2025-07-19 11:55:52] [  5]  58.00-59.00  sec  3.57 MBytes  29.9 Mbits/sec  0.609 ms  0/2585 (0%)
[UE1] [2025-07-19 11:55:53] [  5]  59.00-60.00  sec  3.58 MBytes  30.0 Mbits/sec  0.511 ms  0/2593 (0%)
[UE1] [2025-07-19 11:55:54] [  5]  60.00-61.00  sec  3.55 MBytes  29.8 Mbits/sec  0.614 ms  0/2569 (0%)
[UE1] [2025-07-19 11:55:55] [  5]  61.00-62.00  sec  3.60 MBytes  30.2 Mbits/sec  0.576 ms  0/2606 (0%)
[UE1] [2025-07-19 11:55:56] [  5]  62.00-63.00  sec  3.57 MBytes  30.0 Mbits/sec  0.586 ms  0/2588 (0%)
[UE1] [2025-07-19 11:55:57] [  5]  63.00-64.00  sec  3.59 MBytes  30.1 Mbits/sec  0.590 ms  0/2597 (0%)
[UE1] [2025-07-19 11:55:58] [  5]  64.00-65.00  sec  3.56 MBytes  29.9 Mbits/sec  0.520 ms  0/2578 (0%)
[UE1] [2025-07-19 11:55:59] [  5]  65.00-66.00  sec  3.59 MBytes  30.1 Mbits/sec  0.527 ms  0/2598 (0%)
[UE1] [2025-07-19 11:56:00] [  5]  66.00-67.00  sec  3.44 MBytes  28.8 Mbits/sec  0.586 ms  0/2490 (0%)
[UE1] [2025-07-19 11:56:01] [  5]  67.00-68.00  sec  3.67 MBytes  30.8 Mbits/sec  0.611 ms  0/2660 (0%)
[UE1] [2025-07-19 11:56:02] [  5]  68.00-69.00  sec  3.61 MBytes  30.3 Mbits/sec  0.633 ms  0/2614 (0%)
[UE1] [2025-07-19 11:56:03] [  5]  69.00-70.00  sec  3.58 MBytes  30.0 Mbits/sec  0.634 ms  0/2590 (0%)
[UE1] [2025-07-19 11:56:04] [  5]  70.00-71.00  sec  3.58 MBytes  30.1 Mbits/sec  0.438 ms  0/2596 (0%)
[UE1] [2025-07-19 11:56:05] [  5]  71.00-72.00  sec  3.57 MBytes  29.9 Mbits/sec  0.725 ms  0/2584 (0%)
[UE1] [2025-07-19 11:56:06] [  5]  72.00-73.00  sec  3.55 MBytes  29.8 Mbits/sec  0.483 ms  0/2572 (0%)
[UE1] [2025-07-19 11:56:07] [  5]  73.00-74.00  sec  3.54 MBytes  29.7 Mbits/sec  0.669 ms  0/2563 (0%)
[UE1] [2025-07-19 11:56:08] [  5]  74.00-75.00  sec  3.64 MBytes  30.5 Mbits/sec  0.549 ms  0/2637 (0%)
[UE1] [2025-07-19 11:56:09] [  5]  75.00-76.00  sec  3.58 MBytes  30.1 Mbits/sec  0.386 ms  0/2596 (0%)
[UE1] [2025-07-19 11:56:10] [  5]  76.00-77.00  sec  3.57 MBytes  29.9 Mbits/sec  0.568 ms  0/2582 (0%)
[UE1] [2025-07-19 11:56:11] [  5]  77.00-78.00  sec  3.58 MBytes  30.0 Mbits/sec  0.612 ms  0/2594 (0%)
[UE1] [2025-07-19 11:56:12] [  5]  78.00-79.00  sec  3.56 MBytes  29.9 Mbits/sec  0.686 ms  0/2579 (0%)
[UE1] [2025-07-19 11:56:13] [  5]  79.00-80.00  sec  3.57 MBytes  30.0 Mbits/sec  0.648 ms  0/2587 (0%)
[UE1] [2025-07-19 11:56:14] [  5]  80.00-81.00  sec  3.59 MBytes  30.2 Mbits/sec  0.554 ms  0/2603 (0%)
[UE1] [2025-07-19 11:56:15] [  5]  81.00-82.00  sec  3.58 MBytes  30.1 Mbits/sec  0.189 ms  0/2596 (0%)
[UE1] [2025-07-19 11:56:16] [  5]  82.00-83.00  sec  3.57 MBytes  30.0 Mbits/sec  0.336 ms  0/2588 (0%)
